clearing_day,market,market_cn,product,contract,pre_bt,pre_vol,pre_close,pad_bt,pad_close,day0_bt,day0_open,day0_vol,dev_to_day_open,dev_to_padding,closer_to
20230103,XSGE,上期所,SN,SN2302,01:00,93,210000.0,00:59,211890.0,09:01,211000.0,3245,0.004739336492890996,0.008919722497522299,当日日盘开盘价
20230103,XSGE,上期所,SN,SN2303,01:00,20,211420.0,00:59,211920.0,09:01,211000.0,972,0.001990521327014218,0.002359380898452246,当日日盘开盘价
20230103,XSGE,上期所,SN,SN2304,01:00,30,212090.0,00:59,212090.0,09:01,211200.0,42,0.004214015151515152,0.0,padding价(前收盘)
20230103,XSGE,上期所,SS,SS2302,01:00,99,16850.0,00:59,16820.0,09:01,16900.0,3339,0.0029585798816568047,0.0017835909631391202,padding价(前收盘)
20230103,XSGE,上期所,SS,SS2303,01:00,5,16905.0,00:59,16860.0,09:01,16905.0,720,0.0,0.0026690391459074734,当日日盘开盘价
20230103,XSGE,上期所,ZN,ZN2301,01:00,245,23820.0,00:59,23950.0,09:01,23825.0,10,0.0002098635886673662,0.005427974947807933,当日日盘开盘价
20230103,XSGE,上期所,ZN,ZN2302,01:00,221,23800.0,00:59,23765.0,09:01,23800.0,3206,0.0,0.0014727540500736377,当日日盘开盘价
20230103,XSGE,上期所,ZN,ZN2303,01:00,214,23725.0,00:59,23730.0,09:01,23740.0,1087,0.0006318449873631002,0.00021070375052675939,padding价(前收盘)
20230103,XSIE,能源中心,BC,BC2303,01:00,8,59250.0,00:59,59210.0,09:01,59020.0,228,0.003896984073195527,0.0006755615605472049,padding价(前收盘)
20230103,XSIE,能源中心,SC,SC2302,02:30,347,568.2,02:29,562.8,09:01,568.2,1516,0.0,0.00959488272921125,当日日盘开盘价
20230103,XSIE,能源中心,SC,SC2303,02:30,269,573.6,02:29,569.2,09:01,574.0,872,0.0006968641114982183,0.007730147575544583,当日日盘开盘价
20230103,XSIE,能源中心,SC,SC2304,02:30,3,575.9,02:29,569.7,09:01,575.1,37,0.0013910624239261945,0.01088292083552735,当日日盘开盘价
20230406,XSGE,上期所,AG,AG2305,02:30,5,5498.0,02:29,5345.0,09:01,5489.0,805,0.0016396429222080525,0.02862488306828812,当日日盘开盘价
20230406,XSGE,上期所,AG,AG2306,02:30,2272,5488.0,02:29,5354.0,09:01,5482.0,34348,0.0010944910616563297,0.0250280164363093,当日日盘开盘价
20230406,XSGE,上期所,AG,AG2307,02:30,2577,5503.0,02:29,5362.0,09:01,5490.0,2513,0.0023679417122040073,0.02629615814994405,当日日盘开盘价
20230406,XSGE,上期所,AG,AG2308,02:30,4024,5521.0,02:29,5371.0,09:01,5519.0,2896,0.0003623844899438304,0.02792776019363247,当日日盘开盘价
20230406,XSGE,上期所,AG,AG2309,02:30,15,5482.0,02:29,5377.0,09:01,5501.0,1031,0.003453917469550991,0.01952761763064906,当日日盘开盘价
20230406,XSGE,上期所,AG,AG2310,02:30,1,5493.0,02:29,5385.0,09:01,5493.0,85,0.0,0.020055710306406686,当日日盘开盘价
20230406,XSGE,上期所,AG,AG2311,02:30,2,5502.0,02:29,5386.0,09:01,5502.0,32,0.0,0.021537318975120682,当日日盘开盘价
20230406,XSGE,上期所,AG,AG2312,02:30,281,5500.0,02:29,5397.0,09:01,5523.0,2167,0.00416440340394713,0.019084676672225312,当日日盘开盘价
20230406,XSGE,上期所,AG,AG2401,02:30,1,5515.0,02:29,5409.0,09:01,5515.0,34,0.0,0.01959696801626918,当日日盘开盘价
20230406,XSGE,上期所,AG,AG2403,02:30,2,5468.0,02:29,5412.0,09:01,5535.0,14,0.012104787714543812,0.010347376201034738,padding价(前收盘)
20230406,XSGE,上期所,AL,AL2305,01:00,1082,18550.0,00:59,18675.0,09:01,18560.0,6568,0.0005387931034482759,0.006693440428380187,当日日盘开盘价
20230406,XSGE,上期所,AL,AL2306,01:00,452,18550.0,00:59,18660.0,09:01,18530.0,1765,0.0010793308148947653,0.005894962486602358,当日日盘开盘价
20230406,XSGE,上期所,AL,AL2307,01:00,16,18495.0,00:59,18600.0,09:01,18495.0,323,0.0,0.00564516129032258,当日日盘开盘价
